student_id,first_name,last_name,email,age,year_level,course,section,gpa,units_enrolled,tuition_fee,scholarship,region,contact_no,student_status
2021-03578,Keith,Drake,keith.drake@school.edu.ph,25.0,2nd Year,BS Psychology,C,1.52,24.0,43800.39,No,Region IV-A,09497883629,Regular
2021-06400,Brandon,Harris,brandon.harris@school.edu.ph,23.0,4th Year,BS Civil Engineering,B,2.03,24.0,48488.0,No,Region XI,09872874362,reg
2021-00611,Amanda,Cohen,amanda.cohen@school.edu.ph,18.0,1st Year,BS Accountancy,C,1.27,21.0,49221.95,No,Region VI,09452292920,transferee
2021-06823,April,Huang,april.huang@school.edu.ph,18.0,4th Year,BS Nursing,A,1.14,15.0,24289.51,No,BARMM,09462083089,Regular
2021-06611,Kimberly,Randolph,kimberly.randolph@school.edu.ph,22.0,4th Year,BS Tourism,A,3.22,18.0,29961.92,No,Region X,09759839298,Regular
2021-07970,Kelli,Kennedy,kelli.kennedy@school.edu.ph,20.0,4th Year,BS Information Technology,A,2.78,21.0,40416.22,Yes,BARMM,09342547852,Regular
2021-05731,Carrie,Bradley,carrie.bradley@school.edu.ph,17.0,Year 4,BS Civil Engineering,B,2.39,18.0,PHP 28224.16,No,NCR,09686272335,Regular
2021-08168,Wanda,Bailey,wanda.bailey@school.edu.ph,17.0,3rd Year,BS Psychology,A,2.32,18.0,40045.16,No,Region I,09918286899,Regular
2021-05475,Robin,Ramirez,robin.ramirez@school.edu.ph,16.0,1st Year,BS Tourism,B,2.4,21.0,35529.93,No,Region X,09662515619,REGULAR
2021-03613,Denise,Shelton,denise.shelton@school.edu.ph,17.0,2nd Year,BS Accountancy,B,1.31,24.0,53668.35,No,Region IX,09563849174,regular
2021-06783,Joseph,Gaines,joseph.gaines@school.edu.ph,16.0,2nd Year,BS Computer Science,A,1.92,18.0,27948.29,No,BARMM,09517386186,reg
2021-02241,Ryan,Dunlap,ryan.dunlap@school.edu.ph,20.0,3rd Year,BS Architecture,B,2.13,24.0,48444.93,Yes,Region V,09174359934,Transferee
2021-05404,Jimmy,Herman,jimmy.herman@school.edu.ph,25.0,1st Year,BS Computer Science,D,2.36,24.0,37900.58,No,Region VI,09866146970,Irregular
2021-01359,Bob,Neal,bob.neal@school.edu.ph,22.0,1st Year,BS Computer Science,D,1.56,18.0,34865.88,No,CAR,09308266509,Regular
2021-00819,John,Rodriguez,john.rodriguez@school.edu.ph,22.0,1st Year,BS Architecture,C,3.26,21.0,42629.74,No,Region IV-A,09577099462,Regular
2021-07600,Michael,James,michael.james@school.edu.ph,25.0,1st Year,BS Civil Engineering,D,3.49,21.0,39011.49,No,Region X,09133264779,Regular
2021-09891,Valerie,Bennett,valerie.bennett@school.edu.ph,20.0,Year 3,BS Nursing,B,1.39,21.0,37701.23,No,Region IV-B,09202624416,Regular
2021-06541,Adam,Hampton,adam.hampton@school.edu.ph,21.0,FIRST YEAR,BS Architecture,C,2.84,18.0,27992.64,No,Region XII,09672608950,TRANSFEREE
2021-01918,Stacy,Dickson,stacy.dickson@school.edu.ph,25.0,2nd Year,BS Tourism,A,3.43,21.0,46161.12,Yes,Region V,09193531083,IRREGULAR
2021-02120,Dean,Robles,dean.robles@school.edu.ph,25.0,4th Year,BS Architecture,B,1.48,18.0,31261.08,No,Region IX,09874056751,REGULAR
2021-03071,Joseph,Wilcox,joseph.wilcox@school.edu.ph,20.0,3rd Year,BS Tourism,A,2.69,15.0,34546.16,No,NCR,09220959939,Regular
2021-00441,Damon,Gray,damon.gray@school.edu.ph,26.0,First Year,BS Civil Engineering,B,1.39,24.0,43351.66,No,CAR,09351341315,Regular
2021-04130,Sara,Baker,sara.baker@school.edu.ph,23.0,1st Year,BS Business Administration,A,3.22,21.0,40557.88,No,Region XII,09196025017,Regular
2021-00657,Christina,Walker,christina.walker@school.edu.ph,25.0,1st Year,BS Information Technology,D,3.33,18.0,27131.91,Yes,Region VI,09598024924,Regular
2021-04161,Michael,Peterson,michael.peterson@school.edu.ph,18.0,2nd Year,BS Accountancy,A,2.08,18.0,28034.01,No,Region III,09727594615,Regular
2021-03042,Sean,Taylor,sean.taylor@school.edu.ph,23.0,4th Year,BS Accountancy,A,1.54,18.0,43092.08,No,Region XII,09214857250,IRREG
2021-03437,Jessica,Blackburn,jessica.blackburn@school.edu.ph,20.0,1st Year,BS Architecture,C,1.64,24.0,37565.63,No,Region IX,09773667319,Regular
2021-08240,Douglas,Watson,douglas.watson@school.edu.ph,21.0,1st Year,BS Accountancy,D,3.09,21.0,41338.27,Yes,Region IX,09572486892,Irregular
2021-06857,Ryan,Luna,ryan.luna@school.edu.ph,25.0,3rd Year,BS Business Administration,A,2.9,18.0,30631.76,No,Region X,09540841030,TRANSFEREE
2021-07848,Ashley,Gonzalez,ashley.gonzalez@school.edu.ph,18.0,2nd Year,BS Accountancy,B,1.25,24.0,40775.84,No,Region XI,09923753435,regular
2021-05320,Tiffany,Lee,tiffany.lee@school.edu.ph,16.0,2nd Year,BS Information Technology,A,2.89,18.0,39874.3,No,CAR,09978707717,Reg
2021-06395,Amber,Cuevas,amber.cuevas@school.edu.ph,26.0,Fourth Year,BS Nursing,B,1.07,18.0,31504.87,No,BARMM,09110665577,Regular
2021-03002,Aaron,Day,aaron.day@school.edu.ph,18.0,THIRD YEAR,BS Education,B,1.97,21.0,40893.06,No,Region X,09813867078,irregular
2021-09156,Carol,Roman,carol.roman@school.edu.ph,19.0,1st Year,BS Psychology,C,1.45,21.0,50232.14,No,Region III,09904175683,Regular
2021-09053,  Mary  ,Wolfe,mary.wolfe@school.edu.ph,23.0,1st Year,BS Information Technology,C,,24.0,56379.66,No,Region VI,09295199069,irreg
2021-09592,Steven,Hutchinson,steven.hutchinson@school.edu.ph,18.0,1,BS Accountancy,B,2.05,18.0,42929.21,Yes,Region IX,09901285082,Regular
2021-05623,Lori,Juarez,lori.juarez@school.edu.ph,20.0,4,BS Computer Science,A,2.18,21.0,40806.37,No,Region X,09984174240,Regular
2021-04315,Kevin,Holmes,kevin.holmes@school.edu.ph,19.0,4th Year,BS Education,A,1.07,21.0,34488.73,No,Region III,09421707105,Regular
2021-03707,Stephanie,Huang,stephanie.huang@school.edu.ph,17.0,3rd Year,BS Information Technology,B,2.62,18.0,35525.7,No,Region II,09741332810,Irregular
2021-01412,Mark,Villarreal,mark.villarreal@school.edu.ph,18.0,1st Year,BS Education,C,1.18,21.0,47862.36,No,Region II,09143890945,Regular
2021-03729,Andrea,Lee,andrea.lee@school.edu.ph,25.0,1st Year,BS Business Administration,D,2.13,21.0,37142.23,No,Region VII,09334248982,REG
2021-05163,Logan,Baker,logan.baker@school.edu.ph,23.0,2nd Year,BS Nursing,C,3.23,15.0,29746.88,No,Region IV-A,09889660383,irregular
2021-01813,Ryan,Carter,ryan.carter@school.edu.ph,24.0,1st Year,BS Accountancy,C,,18.0,30468.99,No,Region IX,09139048281,Regular
2021-02670,Mitchell,Sanchez,mitchell.sanchez@school.edu.ph,26.0,FIRST YEAR,BS Education,B,2.88,24.0,41311.9,Yes,Region VIII,09589942218,Regular
2021-00073,Robert,Bennett,robert.bennett@school.edu.ph,20.0,1st Year,BS Psychology,D,2.55,24.0,42915.37,No,Region II,09792633163,Irregular
2021-07811,Linda,Smith,linda.smith@school.edu.ph,23.0,1st Year,BS Computer Science,A,1.85,18.0,33326.17,No,Region XI,09607659641,transfer
2021-00030,Nathan,Long,nathan.long@school.edu.ph,18.0,1st Year,BS Computer Science,B,1.95,15.0,37389.34,No,Region I,09133753643,Regular
2021-09655,Patricia,Jones,PATRICIA.JONES@SCHOOL.EDU.PH,17.0,2nd Year,BS Psychology,A,3.29,15.0,32112.18,No,Region IV-B,09167288298,Irregular
2021-02617,Anthony,Mccormick,anthony.mccormick@school.edu.ph,17.0,2nd Year,BS Business Administration,B,3.39,15.0,35626.9,Yes,Region X,09493647374,Regular
2021-09612,Reginald,Cooper,reginald.cooper@school.edu.ph,21.0,FIRST YEAR,BS Architecture,D,1.54,21.0,35981.72,No,Region VI,09830197450,Regular
2021-09180,Kathleen,Robles,kathleen.robles@school.edu.ph,20.0,1st Year,BS Nursing,D,1.82,21.0,51385.51,No,Region VI,09987742068,IRREG
2021-06492,Jacob,Blanchard,jacob.blanchard@school.edu.ph,22.0,1st Year,BS Accountancy,C,,24.0,38180.11,Yes,NCR,09669517824,REG
2021-01091,Margaret,Snow,margaret.snow@school.edu.ph,20.0,4th Year,BS Accountancy,B,2.44,24.0,56132.74,No,Region II,09297321806,Transferee
2021-03941,Matthew,Wilson,matthew.wilson@school.edu.ph,16.0,3rd Year,BS Tourism,B,2.93,18.0,30890.05,Yes,Region IV-A,09973631388,Regular
2021-08431,Samantha,Hall,samantha.hall@school.edu.ph,21.0,1st Year,BS Computer Science,C,3.17,24.0,46220.64,No,BARMM,09444759303,REG
2021-00935,Kristen,Wong,kristen.wong@school.edu.ph,22.0,1st Year,BS Accountancy,C,3.29,15.0,33597.56,No,Region IV-B,09147057682,Transfer
2021-05709,Stacy,Lee,stacy.lee@school.edu.ph,25.0,3rd Year,BS Accountancy,B,0.5,21.0,49315.51,No,Region XI,09551627750,reg
2021-06631,Barbara,Carter,barbara.carter@school.edu.ph,25.0,2nd Year,BS Tourism,C,2.1,18.0,38386.58,No,Region IV-B,09200551789,reg
2021-04190,Daniel,Brock,daniel.brock@school.edu.ph,18.0,3rd Year,BS Tourism,B,2.21,24.0,57345.47,No,Region III,09232088439,Regular
2021-02736,Alyssa,White,alyssa.white@school.edu.ph,19.0,3rd Year,BS Civil Engineering,A,3.29,18.0,30149.61,No,Region II,09162802828,Regular
2021-08201,Emily,Scott,emily.scott@school.edu.ph,21.0,1st Year,BS Tourism,A,1.74,21.0,49773.89,No,CAR,09111258189,Regular
2021-07967,  Mary  ,Bauer,mary.bauer@school.edu.ph,22.0,1st Year,BS Psychology,C,1.47,24.0,40174.29,Yes,NCR,09257560938,irreg
2021-01875,Kaitlyn,Ramsey,kaitlyn.ramsey@school.edu.ph,19.0,3rd Year,BS Computer Science,A,1.66,15.0,22671.34,No,Region III,09237246233,REGULAR
2021-01662,Sarah,Hall,sarah.hall@school.edu.ph,26.0,2nd Year,BS Computer Science,B,2.18,18.0,41587.77,No,Region XI,09509403636,Regular
2021-01806,Thomas,Ruiz,thomas.ruiz@school.edu.ph,21.0,Third Year,BS Business Administration,A,1.68,18.0,29901.55,No,Region IX,09126399671,Regular
2021-03067,Kelly,Kline,kelly.kline@school.edu.ph,21.0,1st Year,BS Architecture,C,3.21,21.0,50617.31,y,Region VIII,09904429430,TRANSFEREE
2021-05282,Jessica,Harris,jessica.harris@school.edu.ph,24.0,2nd Year,BS Nursing,C,3.31,21.0,33256.24,Yes,Region IX,09971550901,Reg
2021-06154,Ashley,Goodwin,ashley.goodwin@school.edu.ph,17.0,1st Year,BS Computer Science,A,2.95,21.0,39731.35,Yes,Region I,09792049448,regular
2021-08249,Melissa,Powers,melissa.powers@school.edu.ph,21.0,4th Year,BS Information Technology,A,1.69,18.0,42170.77,No,NCR,09324614789,irregular
2021-08684,Travis,Morris,travis.morris@school.edu.ph,24.0,3rd Year,BS Tourism,A,3.14,21.0,40762.66,No,Region IX,09238263447,Regular
2021-06956,Phillip,Chapman,phillip.chapman@school.edu.ph,25.0,SECOND YEAR,BS Business Administration,C,1.15,21.0,48649.41,No,Region XII,09605735834,Regular
2021-01826,Andrew,Warren,andrew.warren@school.edu.ph,25.0,2nd Year,BS Architecture,A,2.87,15.0,32104.24,No,Region I,09811427046,REGULAR
2021-04172,Holly,Brown,holly.brown@school.edu.ph,16.0,4th Year,BS Education,A,2.97,21.0,42323.16,No,NCR,09438388789,Transferee
2021-02897,Elizabeth,Rose,elizabeth.rose@school.edu.ph,19.0,2nd Year,BS Information Technology,C,,18.0,44352.51,No,Region VIII,09894609651,Regular
2021-03614,Monique,Adams,monique.adams@school.edu.ph,25.0,3rd Year,BS Business Administration,B,2.18,24.0,52472.54,No,Region IV-B,09581922713,Regular
2021-02199,Stephanie,Nielsen,stephanie.nielsen@school.edu.ph,22.0,2nd Year,BS Psychology,A,3.06,15.0,26358.46,Yes,Region IV-B,09674199717,Irregular
2021-07547,Troy,Fowler,troy.fowler@school.edu.ph,21.0,3rd Year,BS Computer Science,B,2.1,21.0,42811.65,No,Region V,09810103026,Regular
2021-07987,Susan,Lloyd,susan.lloyd@school.edu.ph,23.0,Third Year,BS Psychology,B,2.42,21.0,31715.99,No,Region IV-A,09671040145,Regular
2021-04816,Christopher,Martin,christopher.martin@school.edu.ph,25.0,4th Year,BS Business Administration,F,2.38,18.0,29531.49,No,CAR,09706186445,Regular
2021-03804,Alice,Stephens,alice.stephens@school.edu.ph,24.0,4th Year,BS Architecture,Z,3.02,21.0,37524.91,No,Region IX,09199585411,Regular
2021-08827,Peggy,Vega,peggy.vega@school.edu.ph,19.0,third year,BS Architecture,B,2.28,21.0,37195.41,No,Region V,09994628785,Regular
2021-01292,James,Vasquez,james.vasquez@school.edu.ph,24.0,1st Year,BS Psychology,B,2.9,21.0,49993.65,No,Region II,09274497626,Regular
2021-03380,John,Beasley,john.beasley@school.edu.ph,23.0,3rd Year,BS Computer Science,B,1.51,18.0,43703.93,No,BARMM,09475748989,Regular
2021-05093,Tyler,Pierce,tyler.pierce@school.edu.ph,26.0,4th Year,BS Nursing,A,2.47,21.0,43392.31,Yes,Region XI,09271229992,Regular
2021-07010,Anna,Howard,anna.howard@school.edu.ph,23.0,1st Year,BS Accountancy,B,1.36,15.0,27746.44,No,Region IX,09529287287,Transfer
2021-02918,Joel,Reed,joel.reed@school.edu.ph,25.0,4th Year,BS Education,A,1.85,21.0,40315.56,No,Region X,09454972201,Regular
2021-02401,Kelly,Morgan,kelly.morgan@school.edu.ph,24.0,2nd Year,BS Psychology,A,2.27,24.0,45699.18,Yes,Region XII,09664599799,Return
2021-03081,Ashlee,Mccormick,ASHLEE.MCCORMICK@SCHOOL.EDU.PH,16.0,3rd Year,BS Nursing,B,2.91,21.0,51053.86,No,NCR,09531068038,Reg
2021-00904,Mark,Taylor,mark.taylor@school.edu.ph,23.0,Year 2,BS Architecture,A,2.83,18.0,44704.75,No,NCR,09707620091,reg
2021-08241,Timothy,Kirby,timothy.kirby@school.edu.ph,16.0,3rd Year,BS Tourism,A,3.21,21.0,40619.66,Yes,Region V,09714267952,Regular
2021-07985,Cameron,Frazier,cameron.frazier@school.edu.ph,19.0,2nd Year,BS Civil Engineering,A,1.39,21.0,40847.66,No,BARMM,09948212383,Regular
2021-08937,Alexa,Nelson,alexa.nelson@school.edu.ph,18.0,1st Year,BS Civil Engineering,C,1.7,18.0,40329.95,Yes,NCR,09727578454,Regular
2021-00002,Rodney,Buchanan,rodney.buchanan@school.edu.ph,19.0,4th Year,BS Nursing,A,2.5,18.0,28209.27,No,Region XI,09671541979,Regular
2021-03531,David,Washington,david.washington@school.edu.ph,26.0,1st Year,BS Accountancy,D,1.12,24.0,36689.77,No,Region XI,09746209302,Regular
2021-08054,Daniel,Hansen,daniel.hansen@school.edu.ph,24.0,3rd Year,BS Architecture,A,1.87,21.0,37491.75,No,Region VII,09144592452,Irregular
2021-06116,Alyssa,Galloway,alyssa.galloway@school.edu.ph,16.0,3rd Year,BS Tourism,A,1.14,18.0,28931.34,No,Region VII,09236602037,transferee
2021-07140,Kristen,Levy,kristen.levy@school.edu.ph,25.0,1st Year,BS Tourism,C,1.12,21.0,47811.85,No,Region XI,09102138633,regular
2021-02375,Emily,Finley,emily.finley@school.edu.ph,25.0,3rd Year,BS Psychology,B,3.1,24.0,58873.89,no,Region VIII,09178376634,Regular
2021-02444,Virginia,Payne,virginia.payne@school.edu.ph,16.0,Fourth Year,BS Business Administration,B,2.06,18.0,28503.47,No,Region II,09614040147,Regular
2021-08797,George,Mcguire,george.mcguire@school.edu.ph,22.0,1st Year,BS Information Technology,D,2.46,15.0,33537.39,No,BARMM,09545522216,Returnee
2021-04487,Nicole,Santos,nicole.santos@school.edu.ph,26.0,1st Year,BS Nursing,B,2.75,18.0,36090.48,No,NCR,09800480025,reg
2021-04249,  Alyssa  ,Morris,alyssa.morris@school.edu.ph,25.0,2nd Year,BS Psychology,C,1.93,21.0,35822.98,No,Region III,09514286093,Transferee
2021-08595,Lisa,Summers,LISA.SUMMERS@SCHOOL.EDU.PH,21.0,3rd Year,BS Accountancy,B,1.74,24.0,54385.93,No,Region IX,09643405815,Regular
2021-08034,Sally,Todd,sally.todd@school.edu.ph,16.0,1st Year,BS Information Technology,C,1.01,18.0,43197.93,No,Region III,09674044471,Regular
2021-06591,Christopher,White,christopher.white@school.edu.ph,20.0,2nd Year,BS Tourism,A,2.16,18.0,38089.46,No,Region IX,09100264915,Regular
2021-04609,Jaclyn,Boyd,jaclyn.boyd@school.edu.ph,22.0,4th Year,BS Accountancy,A,1.67,21.0,PHP 34211.99,No,Region III,09683794890,Regular
2021-08588,Cynthia,Hays,cynthia.hays@school.edu.ph,19.0,3rd Year,BS Nursing,A,2.05,21.0,49268.52,No,Region VII,09398281563,Transferee
2021-03066,Angela,Hatfield,angela.hatfield@school.edu.ph,19.0,1st Year,BS Education,D,3.24,18.0,31201.65,No,Region XII,09499553498,Regular
2021-04695,Larry,Davis,larry.davis@school.edu.ph,25.0,2,BS Nursing,C,3.19,18.0,38468.93,No,Region IX,09944517782,Regular
2021-06968,Madison,Sanchez,madison.sanchez@school.edu.ph,21.0,2nd Year,BS Civil Engineering,C,1.17,18.0,42911.25,Yes,Region II,09717010780,Regular
2021-04334,Thomas,Smith,thomas.smith@school.edu.ph,25.0,3rd Year,BS Nursing,A,1.54,21.0,31867.46,No,NCR,09622489642,Transferee
2021-07280,Christopher,Bailey,christopher.bailey@school.edu.ph,24.0,3rd Year,BS Nursing,B,1.69,21.0,41202.71,No,Region II,09520813513,Regular
2021-07920,David,Adams,david.adams@school.edu.ph,24.0,2nd Year,BS Computer Science,B,1.05,18.0,41972.11,No,Region XII,09743692332,Irregular
2021-06279,Anna,Johnson,anna.johnson@school.edu.ph,21.0,4th Year,BS Business Administration,B,3.12,15,30816.73,No,Region IV-B,09678065892,Irregular
2021-04794,Sarah,Watts,sarah.watts@school.edu.ph,16.0,1st Year,BS Tourism,C,3.46,21.0,34202.08,No,Region I,09552368527,REGULAR
2021-06324,Kevin,Nelson,kevin.nelson@school.edu.ph,26.0,2nd Year,BS Information Technology,A,2.49,21.0,33992.76,Yes,Region IX,09932014577,REGULAR
2021-03876,Tanya,Becker,tanya.becker@school.edu.ph,18.0,2nd Year,BS Computer Science,A,1.21,18.0,39176.74,No,Region IV-A,09173355224,Regular
2021-03657,Omar,Ochoa,omar.ochoa@school.edu.ph,18.0,2nd Year,BS Information Technology,B,2.58,21.0,45736.22,Yes,Region X,09530430099,IRREGULAR
2021-06626,Michael,Duncan,MICHAEL.DUNCAN@SCHOOL.EDU.PH,21.0,1st Year,BS Information Technology,A,1.63,24.0,54849.24,No,Region IV-A,09244384755,reg
2021-09853,Kyle,Wade,kyle.wade@school.edu.ph,16.0,1,BS Accountancy,D,2.29,18.0,33298.24,No,Region VIII,09559361512,Regular
2021-06077,Theresa,,theresa.garcia@school.edu.ph,17.0,2nd Year,BS Nursing,C,1.71,24.0,50814.99,Yes,Region V,09720163305,Regular
2021-03995,Deborah,Holden,deborah.holden@school.edu.ph,17.0,2nd Year,BS Psychology,A,3.09,18.0,31243.82,No,CAR,09890405580,irreg
2021-05895,Diana,Noble,diana.noble@school.edu.ph,21.0,2,BS Accountancy,C,2.37,21.0,49771.01,No,BARMM,09661905788,Regular
2021-08455,Madison,Taylor,madison.taylor@school.edu.ph,26.0,4th Year,BS Information Technology,B,1.58,18.0,28600.98,No,Region X,09993716417,Regular
2021-06775,Susan,Bryant,susan.bryant@school.edu.ph,18.0,2nd Year,BS Education,B,1.44,21.0,49763.37,No,Region I,09470817226,Regular
2021-04941,Nancy,Graham,nancy.graham@school.edu.ph,21.0,2nd Year,BS Architecture,C,1.54,18.0,34805.74,No,Region III,09671158210,Regular
2021-05195,Cindy,Cannon,cindy.cannon@school.edu.ph,26.0,1,BS Tourism,B,1.37,24.0,41504.54,No,Region III,09107348238,return
2021-01478,Amy,Rivera,amy.rivera@school.edu.ph,23.0,3rd Year,BS Tourism,B,3.34,18.0,32197.95,Yes,NCR,09310826170,Transferee
2021-00619,  Daniel  ,Rodgers,daniel.rodgers@school.edu.ph,18.0,3rd Year,BS Education,A,2.71,24.0,41173.35,No,CAR,09658528979,Regular
2021-04159,Regina,Patel,regina.patel@school.edu.ph,16.0,4th Year,BS Accountancy,A,2.41,21.0,34385.77,No,Region I,09358912565,Irregular
2021-02136,Jason,Grant,jason.grant@school.edu.ph,22.0,4th Year,BS Business Administration,B,1.78,24.0,55249.67,No,BARMM,09971023101,Regular
2021-02242,Benjamin,Davis,benjamin.davis@school.edu.ph,24.0,1st Year,BS Education,D,2.15,18.0,30297.64,Yes,Region IV-A,09477927960,REGULAR
2021-08818,Kimberly,Kim,kimberly.kim@school.edu.ph,23.0,2nd Year,BS Nursing,C,1.46,15.0,35723.32,No,Region XI,09926609653,Irregular
2021-09827,Mark,Green,mark.green@school.edu.ph,20.0,2nd Year,BS Computer Science,B,,21.0,40825.44,No,Region IV-A,09688950977,Regular
2021-04042,Jody,Moore,jody.moore@school.edu.ph,21.0,1st Year,BS Nursing,A,1.61,24.0,56948.47,No,CAR,09980470108,reg
2021-08167,Michael,Reed,michael.reed@school.edu.ph,24.0,1st Year,BS Civil Engineering,B,2.03,15.0,24982.88,y,Region I,09403858342,Regular
2021-00293,Amanda,Church,amanda.church@school.edu.ph,25.0,4th Year,BS Information Technology,B,3.43,21.0,48216.89,No,Region V,09148650818,IRREGULAR
2021-00795,Tonya,Winters,tonya.winters@school.edu.ph,21.0,1,BS Information Technology,D,,21.0,42664.14,No,NCR,09369907473,Regular
2021-04806,Linda,Vargas,linda.vargas@school.edu.ph,24.0,second year,BS Tourism,C,1.24,21.0,50003.14,No,Region IX,09377903610,Regular
2021-04188,Hunter,Anderson,hunter.anderson@school.edu.ph,17.0,2nd Year,BS Nursing,A,3.43,15.0,37332.25,No,Region II,09639328154,Returnee
2021-02528,Tanya,Malone,tanya.malone@school.edu.ph,19.0,4th Year,BS Computer Science,A,3.37,21.0,PHP 36295.23,No,BARMM,09516489739,transfer
2021-01036,Brandy,Freeman,brandy.freeman@school.edu.ph,25.0,3rd Year,BS Education,B,3.3,24.0,53535.47,No,Region IV-A,09571622115,Transferee
2021-02371,Crystal,Clark,crystal.clark@school.edu.ph,26.0,3rd Year,BS Education,A,3.41,18.0,32252.15,No,Region VI,09430059164,Regular
2021-00952,Brian,Franco,brian.franco@school.edu.ph,25.0,3rd Year,BS Architecture,B,1.42,21.0,52365.34,No,Region V,09823778656,Regular
2021-03715,Stephanie,King,stephanie.king@school.edu.ph,23.0,4th Year,BS Tourism,B,2.73,18.0,36529.57,No,Region IX,09978085832,Irregular
2021-06196,Brandon,Kim,brandon.kim@school.edu.ph,19.0,1,BS Accountancy,B,2.58,15.0,32261.78,No,Region VII,09928549908,Regular
2021-03826,Jessica,Summers,jessica.summers@school.edu.ph,19.0,1st Year,BS Tourism,C,3.22,21.0,33831.93,No,Region XI,09220404019,Returnee
2021-05990,Fernando,Rodriguez,fernando.rodriguez@school.edu.ph,25.0,4th Year,BS Psychology,A,2.27,21.0,39857.97,No,Region X,09626236304,Irregular
2021-04634,Daniel,Gill,daniel.gill@school.edu.ph,24.0,4th Year,BS Civil Engineering,B,1.78,24.0,39372.42,No,Region X,09196073310,Regular
2021-01044,Michael,Moore,michael.moore@school.edu.ph,22.0,3rd Year,BS Nursing,B,1.84,21.0,35828.16,No,Region IV-A,09637895095,Regular
2021-03784,Tony,Diaz,tony.diaz@school.edu.ph,24.0,4th Year,BS Information Technology,B,3.5,18.0,28806.48,No,Region III,09208880800,Irregular
2021-09504,Brian,Savage,brian.savage@school.edu.ph,20.0,4th Year,BS Education,B,2.65,24.0,38267.23,Yes,Region VII,09773355906,reg
2021-04570,John,Smith,john.smith@school.edu.ph,22.0,FOURTH YEAR,BS Computer Science,B,1.71,18.0,31755.69,No,Region IV-A,09306608224,Reg
2021-09022,Abigail,Delgado,abigail.delgado@school.edu.ph,25.0,FOURTH YEAR,BS Tourism,A,,21.0,35368.96,No,Region IV-A,09362736640,Regular
2021-09235,Christie,Sullivan,christie.sullivan@school.edu.ph,21.0,3,BS Education,A,1.5,21.0,38603.4,Yes,NCR,09968035942,Irregular
2021-06951,Lauren,Saunders,lauren.saunders@school.edu.ph,16.0,3rd Year,BS Information Technology,B,1.2,18.0,31684.09,No,Region V,09814974518,Irregular
2021-06487,Chris,Murray,chris.murray@school.edu.ph,19.0,fourth year,BS Business Administration,A,1.51,21.0,47400.49,No,Region XII,09943542465,Reg
2021-05577,Jeffrey,Thompson,jeffrey.thompson@school.edu.ph,25.0,3rd Year,BS Architecture,B,3.31,21.0,48359.4,No,Region IX,09524408656,Regular
2021-06121,Amber,Jennings,amber.jennings@school.edu.ph,999.0,1st Year,BS Accountancy,A,3.42,21.0,43525.36,No,Region VII,09629629907,Irregular
2021-04420,Theresa,Simon,theresa.simon@school.edu.ph,16.0,1st Year,BS Nursing,A,2.84,24.0,36835.82,No,Region IV-B,09922128258,Regular
2021-00325,Joshua,Wilkerson,joshua.wilkerson@school.edu.ph,19.0,4th Year,BS Tourism,A,2.02,21.0,47802.95,No,Region VII,09788433093,regular
2021-00458,Annette,Perez,annette.perez@school.edu.ph,19.0,2nd Year,BS Nursing,C,2.8,21.0,43550.61,Yes,Region I,09178005036,reg
2021-08182,Heather,Arellano,heather.arellano@school.edu.ph,25.0,1st Year,BS Tourism,B,1.33,21.0,36210.52,Yes,Region IV-A,09631546833,Regular
2021-07250,Maurice,Powell,maurice.powell@school.edu.ph,26.0,3rd Year,BS Architecture,B,3.32,18.0,42651.01,No,Region IV-A,09258167718,Regular
2021-00753,Angela,Preston,angela.preston@school.edu.ph,21.0,3,BS Accountancy,B,1.41,21.0,35323.55,No,Region VIII,09265065333,Regular
2021-00085,Hannah,Ford,hannah.ford@school.edu.ph,22.0,1st Year,BS Tourism,C,,21.0,33300.58,No,Region V,09507492505,Regular
2021-09210,Reginald,Long,reginald.long@school.edu.ph,24.0,2nd Year,BS Tourism,A,N/A,21.0,35899.67,No,Region VIII,09129911556,regular
2021-01647,Dennis,Jensen,dennis.jensen@school.edu.ph,25.0,1st Year,BS Civil Engineering,A,3.04,21.0,52439.87,No,Region V,09763921816,Irregular
2021-04533,Daniel,Griffin,daniel.griffin@school.edu.ph,26.0,1st Year,BS Computer Science,A,1.29,21.0,32491.83,No,BARMM,09884035306,Irregular
2021-06082,Dan,Davis,DAN.DAVIS@SCHOOL.EDU.PH,16.0,4th Year,BS Business Administration,A,2.44,24.0,40448.68,No,CAR,09271701718,Regular
2021-00370,Cynthia,Barrett,cynthia.barrett@school.edu.ph,19.0,1st Year,BS Psychology,B,,18.0,33791.77,No,Region II,09507151520,Regular
2021-00245,Anna,Bennett,anna.bennett@school.edu.ph,25.0,1st Year,BS Computer Science,B,,24.0,51514.2,No,Region XII,09582679659,Regular
2021-05250,Robert,Andrews,robert.andrews@school.edu.ph,20.0,2nd Year,BS Computer Science,C,2.23,18.0,30082.44,No,Region XI,09648292001,regular
2021-02074,Justin,Newton,justin.newton@school.edu.ph,19.0,4th Year,BS Computer Science,A,2.32,21.0,46614.85,Yes,Region I,09812932571,Regular
2021-06466,Adam,Wood,adam.wood@school.edu.ph,25.0,1st Year,BS Architecture,B,2.98,15.0,37059.34,No,Region XII,09699351974,transfer
2021-00320,Lauren,Reid,lauren.reid@school.edu.ph,26.0,1st Year,BS Computer Science,A,3.04,21.0,31769.4,Yes,Region V,09693814150,regular
